--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 1413b34 · 2026-07-24 17:22:14 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"portuguese"
		"modifier_nyx_assassin_14_0"	"Carapaça Espinhosa é acionada em Ilusões. <br><br> Aumentar o dano total causado por todas as criaturas controladas: 20% <br><br> Reduzir o dano total recebido por todas as criaturas controladas: 20%"
		"modifier_nyx_assassin_14_1"	"Carapaça Espinhosa é acionada em <b><font color='#eabe10'>Ilusões</font></b>. <br><br> Aumentar o dano total causado por todas as criaturas controladas: <b><font color='#eabe10'>20%</font></b> <br><br> Reduzir o dano total recebido por todas as criaturas controladas: <b><font color='#eabe10'>20%</font></b>"

		"modifier_nyx_assassin_15_0"	"Mind Flare é acionado em todos os inimigos em um raio de 300 ao redor do alvo. <br><br> Mind Flare funciona a partir do seu Máximo de Mana ou Saúde."
		"modifier_nyx_assassin_15_1"	"Mind Flare é acionado em todos os inimigos em um raio de <b><font color='#eabe10'>300</font></b> ao redor do alvo. <br><br> Mind Flare funciona com <b><font color='#eabe10'>seu</font></b> Máximo de Mana ou Saúde."

"modifier_nyx_assassin_16_0"	"Resistência Mágica: 3%/6%/9% <br><br> Mana: 150/300/450"
"modifier_nyx_assassin_16_1"	"Resistência Mágica: <b><font color='#eabe10'>3%</font></b>/6%/9% <br><br> Mana: <b><font color='#eabe10'>150</font></b>/300/450"
"modifier_nyx_assassin_16_2"	"Resistência Mágica: 3%/<b><font color='#eabe10'>6%</font></b>/9% <br><br> Mana: 150/<b><font color='#eabe10'>300</font></b>/450"
"modifier_nyx_assassin_16_3"	"Resistência Mágica: 3%/6%/<b><font color='#eabe10'>9%</font></b> <br><br> Mana: 150/300/<b><font color='#eabe10'>450</font></b>"

		"modifier_nyx_assassin_17_0"	"Ataque de Vingança reduz Resistência Mágica: 10%/20%/30% <br><br> Duração: 10 seg."
		"modifier_nyx_assassin_17_1"	"Ataque de Vingança reduz Resistência Mágica: <b><font color='#eabe10'>10%</font></b>/20%/30% <br><br> Duração: 10 seg."
		"modifier_nyx_assassin_17_2"	"Ataque de Vingança reduz Resistência Mágica: 10%/<b><font color='#eabe10'>20%</font></b>/30% <br><br> Duração: 10 seg."
		"modifier_nyx_assassin_17_3"	"Ataque de Vingança reduz Resistência Mágica: 10%/20%/<b><font color='#eabe10'>30%</font></b> <br><br> Duração: 10 seg."

		"modifier_nyx_assassin_18_0"	"Bônus para visão durante o dia: 200 <br><br> Bônus para visão à noite: 300 <br><br> Redução do Dano Total Recebido: 4%"
		"modifier_nyx_assassin_18_1"	"Bônus para visão durante o dia: <b><font color='#eabe10'>200</font></b> <br><br> Bônus para visão à noite: <b><font color='#eabe10'>300</font></b> <br><br> Redução do Dano Total Recebido: <b><font color='#eabe10'>4%</font></b>"

"modifier_nyx_assassin_19_0"	"Aumento da Mana Queimada por Mana Burn: 2%/4%"
"modifier_nyx_assassin_19_1"	"Aumento da Mana Queimada por Mana Burn: <b><font color='#eabe10'>2%</font></b>/4%"
"modifier_nyx_assassin_19_2"	"Aumento da Mana Queimada por Mana Burn: 2%/<b><font color='#eabe10'>4%</font></b>"

		"modifier_nyx_assassin_20_0"	"Usar a Vendetta esconde o herói em uma nuvem de sombras, tornando-o invisível. Esta invisibilidade não é revelada por nada; ataques, uso de itens e habilidades também não removem a invisibilidade. <br><br> Duração: 1/2/3 seg."
		"modifier_nyx_assassin_20_1"	"Usar a Vendetta esconde o herói em uma nuvem de sombras, tornando-o invisível. Esta invisibilidade não é revelada por nada; ataques, uso de itens e habilidades também não removem a invisibilidade. <br><br> Duração: <b><font color='#eabe10'>1</font></b>/2/3 seg."
		"modifier_nyx_assassin_20_2"	"Usar a Vendetta esconde o herói em uma nuvem de sombras, tornando-o invisível. Esta invisibilidade não é revelada por nada; ataques, uso de itens e habilidades também não removem a invisibilidade. <br><br> Duração: 1/<b><font color='#eabe10'>2</font></b>/3 seg."
		"modifier_nyx_assassin_20_3"	"Usar a Vendetta esconde o herói em uma nuvem de sombras, tornando-o invisível. Esta invisibilidade não é revelada por nada; ataques, uso de itens e habilidades também não removem a invisibilidade. <br><br> Duração: 1/2/<b><font color='#eabe10'>3</font></b> seg."

"modifier_nyx_assassin_21_0"	"Altera o tipo de ataque do herói para Longo Alcance. <br><br> Alcance de Ataque Adicional: 450"
"modifier_nyx_assassin_21_1"	"Altera o tipo de ataque do herói para <b><font color='#eabe10'>Longo Alcance</font></b>. <br><br> Alcance de Ataque Adicional: <b><font color='#eabe10'>450</font></b>"




//TALENTS MARCI

"modifier_marci_1_0"			"Aumento do Dano de Dispose: 70/140"
"modifier_marci_1_1"			"Aumento do Dano de Dispose: <b><font color='#eabe10'>70</font></b>/140"
"modifier_marci_1_2"			"Aumento do Dano de Dispose: 70/<b><font color='#eabe10'>140</font></b>"

"modifier_marci_2_0" "Velocidade de movimento: 15/30 <br><br> Resistência ao efeito: 5%/10%"
"modifier_marci_2_1" "Velocidade de movimento: <b><font color='#eabe10'>15</font></b>/30 <br><br> Resistência ao efeito: <b><font color='#eabe10'>5%</font></b>/10%"
"modifier_marci_2_2" "Velocidade de movimento: 15/<b><font color='#eabe10'>30</font></b> <br><br> Resistência ao efeito: 5%/<b><font color='#eabe10'>10%</font></b>"

"modifier_marci_3_0"			"Aumento da Duração de Unleash: 4/8 s. <br><br> Regeneração de Mana: 3/6"
"modifier_marci_3_1"			"Aumento da Duração de Unleash: <b><font color='#eabe10'>4</font></b>/8 s. <br><br> Regeneração de Mana: <b><font color='#eabe10'>3</font></b>/6"
"modifier_marci_3_2"			"Aumento da Duração de Unleash: 4/<b><font color='#eabe10'>8</font></b> s. <br><br> Regeneração de Mana: 3/<b><font color='#eabe10'>6</font></b>"

"modifier_marci_4_0"			"Bodyguard funciona apenas em heróis. <br><br> Aumento da Regeneração de Vida da Barreira: 10%/20% <br><br> Aumento da Vida Total da Barreira: 100/200"
"modifier_marci_4_1"			"Bodyguard funciona apenas em <b><font color='#eabe10'>heróis</font></b>. <br><br> Aumento da Regeneração de Vida da Barreira: <b><font color='#eabe10'>10%</font></b>/20% <br><br> Aumento da Vida Total da Barreira: <b><font color='#eabe10'>100</font></b>/200"
"modifier_marci_4_2"			"Bodyguard funciona apenas em <b><font color='#eabe10'>heróis</font></b>. <br><br> Aumento da Regeneração de Vida da Barreira: 10%/<b><font color='#eabe10'>20%</font></b> <br><br> Aumento da Vida Total da Barreira: 100/<b><font color='#eabe10'>200</font></b>"

"modifier_marci_5_0" "Libertar Ripple rouba Força aos Heróis: 5 <br><br> Duração: 5/10/15 seg. <br><br> Libertar Ripple Aumenta o dano para Creeps: 50/100/150"
"modifier_marci_5_1" "Libertar Ripple rouba Força aos Heróis: <b><font color='#eabe10'>5</font></b> <br><br> Duração: <b><font color='#eabe10'>5</font></b>/10/15 seg <br><br> Aumento do dano de ondulação desencadeado nas criaturas: <b><font color='#eabe10'>50</font></b>/100/150"
"modifier_marci_5_2" "Libertar Ripple rouba Força aos Heróis: <b><font color='#eabe10'>5</font></b> <br><br> Duração: 5/<b><font color='#eabe10'>10</font></b>/15 seg <br><br> Aumento do dano de ondulação desencadeado nas criaturas: 50/<b><font color='#eabe10'>100</font></b>/150"
"modifier_marci_5_3" "Libertar Ripple rouba Força aos Heróis: <b><font color='#eabe10'>5</font></b> <br><br> Duração: 5/10/<b><font color='#eabe10'>15</font></b> seg <br><br> Aumento do dano de ondulação desencadeado nas criaturas: 50/100/<b><font color='#eabe10'>150</font></b>"

"modifier_marci_6_0" "Cada pulsação de Libertar reduz o Tempo de Recarga de Libertar: 1/2 s."
"modifier_marci_6_1" "Cada pulsação de Libertar reduz o Tempo de Recarga de Libertar: <b><font color='#eabe10'>1</font></b>/2 s."
"modifier_marci_6_2" "Cada pulsação de Libertar reduz o Tempo de Recarga de Libertar: 1/<b><font color='#eabe10'>2</font></b> s."

"modifier_marci_7_0" "Durante o Libertar, a utilização de outras habilidades cria uma onda. <br><br> As ondas do Libertar infligem Silêncio aos adversários: 1 s. <br><br> Funciona através da Imunidade Mágica. <br><br> Força: 20"
"modifier_marci_7_1" "Durante o Libertar, a utilização de outras habilidades cria uma onda. <br><br> As ondas do Libertar infligem Silêncio aos adversários: <b><font color='#eabe10'>1</font></b> s. <br><br> Funciona através da Imunidade Mágica. <br><br> Força: <b><font color='#eabe10'>20</font></b>"

		"modifier_marci_8_0"			"Evasão: 7%/14% <br><br> Resistência Mágica: 5%/10%"
		"modifier_marci_8_1"			"Evasão: <b><font color='#eabe10'>7%</font></b>/14% <br><br> Resistência Mágica: <b><font color='#eabe10'>5%</font></b>/10%"
		"modifier_marci_8_2"			"Evasão: 7%/<b><font color='#eabe10'>14%</font></b> <br><br> Resistência Mágica: 5%/<b><font color='#eabe10'>10%</font></b>"

"modifier_marci_9_0" "Aumentar a velocidade de movimento do Rebote funciona para o herói. <br><br> Agilidade: 7/14/21"
"modifier_marci_9_1" "Aumentar a velocidade de movimento do Rebote <b><font color='#eabe10'>funciona</font></b> para o herói. <br><br> Agilidade: <b><font color='#eabe10'>7</font></b>/14/21"
"modifier_marci_9_2" "Aumentar a velocidade de movimento do Rebote <b><font color='#eabe10'>funciona</font></b> para o herói. <br><br> Agilidade: 7/<b><font color='#eabe10'>14</font></b>/21"
"modifier_marci_9_3" "Aumentar a velocidade de movimento do Rebote <b><font color='#eabe10'>funciona</font></b> para o herói. <br><br> Agilidade: 7/14/<b><font color='#eabe10'>21</font></b>"

"modifier_marci_10_0"			"Rebound pode ricochetear em inimigos."
"modifier_marci_10_1"			"Rebound pode ricochetear <b><font color='#eabe10'>em inimigos</font></b>."

"modifier_marci_11_0" "Redução do Tempo de Recarga do Rebote: 30%/60% da Evasão"
"modifier_marci_11_1" "Redução do Tempo de Recarga do Rebote: <b><font color='#eabe10'>30%</font></b>/60% da Evasão"
"modifier_marci_11_2" "Redução do Tempo de Recarga do Rebote: 30%/<b><font color='#eabe10'>60%</font></b> da Evasão"

		"modifier_marci_12_0"			"A Velocidade de Ataque é aumentada em 3 para cada 3%/2% de Evasão."
		"modifier_marci_12_1"			"A Velocidade de Ataque é aumentada em <b><font color='#eabe10'>3</font></b> para cada <b><font color='#eabe10'>3%</font></b>/2% de Evasão."
		"modifier_marci_12_2"			"A Velocidade de Ataque é aumentada em <b><font color='#eabe10'>3</font></b> para cada 3%/<b><font color='#eabe10'>2%</font></b> de Evasão."

"modifier_marci_13_0" "Aumenta a duração do atordoamento de ressalto: 0,2/0,4/0,6 seg."
"modifier_marci_13_1" "Aumenta a duração do atordoamento de ressalto: <b><font color='#eabe10'>0,2</font></b>/0,4/0,6 seg."
"modifier_marci_13_2" "Aumenta a duração do atordoamento de ressalto: 0,2/<b><font color='#eabe10'>0,4</font></b>/0,6 seg."
"modifier_marci_13_3" "Aumenta a duração do atordoamento de ressalto: 0,2/0,4/<b><font color='#eabe10'>0,6</font></b> seg."

"modifier_marci_14_0" "<b><font color='#ff0000'>Libertar não aumenta a velocidade de ataque. </font></b> <br><br> Libertar torna-se uma habilidade passiva. <br><br> Remove o atraso entre as combinações do Unleash."
"modifier_marci_14_1" "<b><font color='#ff0000'>Libertar não aumenta a velocidade de ataque. </font></b> <br><br> Libertar torna-se uma habilidade passiva. <br><br> Remove o <b><font color='#eabe10'>atraso</font></b>entre as combinações do Unleash."

"modifier_marci_15_0"			"<b><font color='#ff0000'> Remove Unleash. </font></b> <br><br> Vida: 100/150/200 <br><br> Nova Habilidade Ativa: Beautiful Illusion <br><br> Beleza nunca é demais! Cria uma ilusão do herói. <br><br> Máximo de Ilusões: 1 <br> Dano da Ilusão: 50%/75%/100% <br> Dano Recebido pela Ilusão: 100% <br> Duração: 20 s. <br> Tempo de Recarga: 10 s. <br> Custo de Mana: 50"
"modifier_marci_15_1"			"<b><font color='#ff0000'> Remove Unleash. </font></b> <br><br> Vida: <b><font color='#eabe10'>100</font></b>/150/200 <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Beautiful Illusion</font></b> <br><br> Beleza nunca é demais! Cria uma ilusão do herói. <br><br> Máximo de Ilusões: 1 <br> Dano da Ilusão: <b><font color='#eabe10'>50%</font></b>/75%/100% <br> Dano Recebido pela Ilusão: <b><font color='#eabe10'>100%</font></b> <br> Duração: 20 s. <br> Tempo de Recarga: 10 s. <br> Custo de Mana: 50"
"modifier_marci_15_2"			"<b><font color='#ff0000'> Remove Unleash. </font></b> <br><br> Vida: 100/<b><font color='#eabe10'>150</font></b>/200 <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Beautiful Illusion</font></b> <br><br> Beleza nunca é demais! Cria uma ilusão do herói. <br><br> Máximo de Ilusões: 1 <br> Dano da Ilusão: 50%/<b><font color='#eabe10'>75%</font></b>/100% <br> Dano Recebido pela Ilusão: <b><font color='#eabe10'>100%</font></b> <br> Duração: 20 s. <br> Tempo de Recarga: 10 s. <br> Custo de Mana: 50"
"modifier_marci_15_3"			"<b><font color='#ff0000'> Remove Unleash. </font></b> <br><br> Vida: 100/150/<b><font color='#eabe10'>200</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Beautiful Illusion</font></b> <br><br> Beleza nunca é demais! Cria uma ilusão do herói. <br><br> Máximo de Ilusões: 1 <br> Dano da Ilusão: 50%/75%/<b><font color='#eabe10'>100%</font></b> <br> Dano Recebido pela Ilusão: <b><font color='#eabe10'>100%</font></b> <br> Duração: 20 s. <br> Tempo de Recarga: 10 s. <br> Custo de Mana: 50"

"modifier_marci_16_0" "Lançar Dispose sobre um aliado atira-o para o inimigo mais próximo. Heróis primeiro. <br><br> Raio: 500 + 20% da Mana Máxima"
"modifier_marci_16_1" "Lançar Dispose sobre um aliado atira-o para o inimigo mais próximo. Heróis primeiro. <br><br> Raio: <b><font color='#eabe10'>500</font></b> + <b><font color='#eabe10'>20%</font></b> da Mana Máxima"

		"modifier_marci_17_0"			"Velocidade de Ataque: 15/30/45 <br><br> As Ilusões do Herói causam Dano Mágico ao morrer: 10%/15%/20% da Mana Máxima <br><br> Raio: 400"
		"modifier_marci_17_1"			"Velocidade de Ataque: <b><font color='#eabe10'>15</font></b>/30/45 <br><br> As Ilusões do Herói causam Dano Mágico ao morrer: <b><font color='#eabe10'>10%</font></b>/15%/20% da Mana Máxima <br><br> Raio: 400"
		"modifier_marci_17_2"			"Velocidade de Ataque: 15/<b><font color='#eabe10'>30</font></b>/45 <br><br> As Ilusões do Herói causam Dano Mágico ao morrer: 10%/<b><font color='#eabe10'>15%</font></b>/20% da Mana Máxima <br><br> Raio: 400"
		"modifier_marci_17_3"			"Velocidade de Ataque: 15/30/<b><font color='#eabe10'>45</font></b> <br><br> As Ilusões do Herói causam Dano Mágico ao morrer: 10%/15%/<b><font color='#eabe10'>20%</font></b> da Mana Máxima <br><br> Raio: 400"

"modifier_marci_18_0" "Redução de dano de bela ilusão: 35%/70%"
"modifier_marci_18_1" "Redução de dano de bela ilusão: <b><font color='#eabe10'>35%</font></b>/70%"
"modifier_marci_18_2" "Redução de dano de bela ilusão: 35%/<b><font color='#eabe10'>70%</font></b>"

"modifier_marci_19_0"			"Bodyguard pode ser usado em Ilusões ou Creeps aliados. <br><br> Mana: 450"
"modifier_marci_19_1"			"Bodyguard pode ser usado em <b><font color='#eabe10'>Ilusões</font></b> ou <b><font color='#eabe10'>Creeps</font></b> aliados. <br><br> Mana: <b><font color='#eabe10'>450</font></b>"

"modifier_marci_20_0" "Aumenta o dano de descarte: 10%/15%/20% da Mana máxima"
"modifier_marci_20_1" "Aumenta o dano de descarte: <b><font color='#eabe10'>10%</font></b>/15%/20% do Mana máximo"
"modifier_marci_20_2" "Aumenta o dano de descarte: 10%/<b><font color='#eabe10'>15%</font></b>/20% do Mana máximo"
"modifier_marci_20_3" "Aumenta o dano de descarte: 10%/15%/<b><font color='#eabe10'>20%</font></b> do Mana máximo"

"modifier_marci_21_0"			"Os ataques reduzem a Regeneração de Vida dos inimigos: 50% <br><br> Duração: 4 s."
"modifier_marci_21_1"			"Os ataques reduzem a Regeneração de Vida dos inimigos: <b><font color='#eabe10'>50%</font></b> <br><br> Duração: 4 s."

		//TALENTS HUSKAR

"modifier_huskar_1_0" "<b><font color='#ff0000'> Aumento do dano total recebido: 15% </font></b> <br><br> Ao receber Dano Letal, o herói ganha Invulnerabilidade durante 1 segundo e recupera 15% da Vida Máxima <br><br> Tempo de Recarga: 120/60 seg."
"modifier_huskar_1_1" "<b><font color='#ff0000'> Aumento do dano total recebido: <b><font color='#eabe10'>15%</font></b> </font></b> <br><br> Ao receber Dano Letal, o herói ganha Invulnerabilidade durante 1 segundo e recupera <b><font color='#eabe10'>15%</font></b> da Vida Máxima <br><br> Tempo de Recarga: <b><font color='#eabe10'>120</font></b>/60 seg."
"modifier_huskar_1_2" "<b><font color='#ff0000'> Aumento do dano total recebido: <b><font color='#eabe10'>15%</font></b> </font></b> <br><br> Ao receber Dano Letal, o herói ganha Invulnerabilidade durante 1 segundo e recupera <b><font color='#eabe10'>15%</font></b> da Vida Máxima <br><br> Tempo de Recarga: 120/<b><font color='#eabe10'>60</font></b> seg."

"modifier_huskar_2_0" "O Sangue de Berserker pode ser activado. <br><br> A saúde do herói é instantaneamente definida para 15% da Vida Máxima. Aplica Dissipar Normal. <br><br> Tempo de Recarga: 30 seg."
"modifier_huskar_2_1" "O Sangue de Berserker pode ser activado. <br><br> A saúde do herói é instantaneamente definida para <b><font color='#eabe10'>15%</font></b> da Vida Máxima. Aplica <b><font color='#eabe10'>Dissipar Normal</font></b>. <br><br> Tempo de recarga: 30 seg."

"modifier_huskar_3_0" "Se a Vida Actual for inferior a 30%, então: <br><br> Velocidade de Movimento: 25/50 <br><br> Velocidade de Ataque: 25/50"
"modifier_huskar_3_1" "Se a Vida Actual for inferior a <b><font color='#eabe10'>30%</font></b>, então: <br><br> Velocidade de Movimento: <b><font color='#eabe10'>25</font></b>/50 <br><br> Velocidade de Ataque: <b><font color='#eabe10'>25</font></b>/50"
"modifier_huskar_3_2" "Se a Vida Actual for inferior a <b><font color='#eabe10'>30%</font></b>, então: <br><br> Velocidade de Movimento: 25/<b><font color='#eabe10'>50</font></b> <br><br> Velocidade de Ataque: 25/<b><font color='#eabe10'>50</font></b>"

"modifier_huskar_4_0" "Cada ataque 4/3/2 contra um herói aplica o efeito Lança Ardente ao inimigo."
