--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_100057_desc_short,{k1}骷髅弓手攻击间隔降低至 <font color='#83d18a'>{v1}</font>,{k1} Skeleton Archer Attack Interval to <font color='#83d18a'>{v1}</font>,{k1}: интервал атак скелетов-лучников до <font color='#83d18a'>{v1}</font>
bless_100058_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}%</font>
bless_100059_desc_short,连续释放 <font color='#83d18a'>{times}</font> 次{k1}，{k1}伤害 <font color='#83d18a'>+{v1}%</font>。,"Cast {k1} <font color='#83d18a'>{times}</font> times in a row, {k1} damage <font color='#83d18a'>+{v1}%</font>.",Примените {k1} <font color='#83d18a'>{times}</font> раза подряд: урон от {k1} <font color='#83d18a'>+{v1}%</font>.
bless_100060_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100061_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒 ，{k1}伤害 <font color='#83d18a'>+{v2}%</font>。,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k1} Damage <font color='#83d18a'>+{v2}%</font>.","Кулдаун {k1} <font color='#83d18a'>-{v1}</font> сек., урон {k1} <font color='#83d18a'>+{v2}%</font>."
bless_100062_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font> ，冷却 <font color='#83d18a'>-{v2}</font>秒。,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s.","Урон {k1} <font color='#83d18a'>+{v1}%</font>, кулдаун <font color='#83d18a'>-{v2}</font> сек."
bless_100063_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒 ，{k1}宽度 <font color='#83d18a'>+{v2}</font>。,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, {k1} Width <font color='#83d18a'>+{v2}</font>.","Кулдаун {k1} <font color='#83d18a'>-{v1}</font> сек., ширина {k1} <font color='#83d18a'>+{v2}</font>."
bless_100064_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100066_desc_short,{k1}持续时间<font color='#83d18a'>+{v1}%</font> ，{k1}攻击范围 <font color='#83d18a'>+{v2}%</font>,{k1} Duration <font color='#83d18a'>+{v1}%</font> ，{k1} Attack Range <font color='#83d18a'>+{v2}%</font>,{k1} Длительность <font color='#83d18a'>+{v1}%</font> ，{k1} Дальность атаки <font color='#83d18a'>+{v2}%</font>
bless_100065_desc_short,攻击速度 <font color='#83d18a'>+{gs}</font> ，{k1}冷却 <font color='#83d18a'>-{v1}%</font>,"Attack Speed <font color='#83d18a'>+{gs}</font>, {k1} Cooldown <font color='#83d18a'>-{v1}%</font>","Скорость атаки <font color='#83d18a'>+{gs}</font>, перезарядка {k1} <font color='#83d18a'>-{v1}%</font>"
bless_100067_desc_short,{k1}落地伤害<font color='#83d18a'>+{v1}</font> ，并立即治疗一次范围内友军，治疗值为这次技能造成的总伤害值，冷却时间<font color='#83d18a'>-{v2}</font> 秒。,"{k1} impact damage <font color='#83d18a'>+{v1}</font> , instantly heals nearby allies for total damage dealt, cooldown <font color='#83d18a'>-{v2}</font> s.","{k1} урон при приземлении <font color='#83d18a'>+{v1}</font> , лечит союзников в радиусе на величину нанесенного урона, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100068_desc_short,{k1}最高攻击力提升<font color='#83d18a'>+{v1}%</font> ，最高视野提升<font color='#83d18a'>+{v2}%</font> 。,"{k1} Max Attack Damage +<font color='#83d18a'>{v1}%</font>, Max Vision +<font color='#83d18a'>{v2}%</font>","{k1}: макс. урон +<font color='#83d18a'>{v1}%</font>, макс. обзор +<font color='#83d18a'>{v2}%</font>"
bless_100069_desc_short,{k1}暴击伤害 <font color='#83d18a'>+{v1}%</font> ，治疗量 <font color='#83d18a'>+{v2}%</font> 。,"{k1} Critical Damage +<font color='#83d18a'>{v1}%</font>, Healing +<font color='#83d18a'>{v2}%</font>","{k1}: крит. урон +<font color='#83d18a'>{v1}%</font>, лечение +<font color='#83d18a'>{v2}%</font>"
bless_100070_desc_short,{k1}每次叠加改变护甲 <font color='#83d18a'>+{v1}</font>。,{k1} Armor change per stack +<font color='#83d18a'>{v1}</font>,{k1}: изм. брони за заряд +<font color='#83d18a'>{v1}</font>
bless_100071_desc_short,连续释放 <font color='#83d18a'>{times}</font> 次暗影波。,Casts Shadow Wave <font color='#83d18a'>{times}</font> times consecutively.,Применяет Shadow Wave <font color='#83d18a'>{times}</font> раз(а) подряд.
bless_100072_desc_short,连续释放 <font color='#83d18a'>{times}</font> 次{k1}，{k1}伤害 <font color='#83d18a'>+{v1}%</font> 。,"Casts {k1} <font color='#83d18a'>{times}</font> times consecutively, +<font color='#83d18a'>{v1}%</font> {k1} damage.","Применяет {k1} <font color='#83d18a'>{times}</font> раз(а) подряд, +<font color='#83d18a'>{v1}%</font> к урону от {k1}."
bless_100073_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>。,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1}: урон <font color='#83d18a'>+{v1}%</font>
bless_100074_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，充能时间 <font color='#83d18a'>-{v2}%</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Charge Time <font color='#83d18a'>-{v2}%</font>","Урон {k1} <font color='#83d18a'>+{v1}%</font>, время заряда <font color='#83d18a'>-{v2}%</font>"
bless_100075_desc_short,{k1}恶灵数量 <font color='#83d18a'>+{v1}</font> ，且英雄每 <font color='#83d18a'>{lv}</font> 级，驱使恶灵数量 <font color='#83d18a'>+{count}</font> 。,"{k1} Spirits count <font color='#83d18a'>+{v1}</font>, and for every <font color='#83d18a'> {lv} </font> hero levels, Exorcism spirits count <font color='#83d18a'>+{count}</font>","{k1}: кол-во духов <font color='#83d18a'>+{v1}</font>, а за каждые <font color='#83d18a'>{lv}</font> уровней героя кол-во духов Exorcism увеличивается на <font color='#83d18a'>{count}</font>"
bless_100076_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}</font> ，打击次数 <font color='#83d18a'>+{v2}</font> 。,"{k1} Damage <font color='#83d18a'>+{v1}</font>, Strike Count <font color='#83d18a'>+{v2}</font>","{k1}: урон <font color='#83d18a'>+{v1}</font>, кол-во ударов <font color='#83d18a'>+{v2}</font>"
bless_100077_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，触发时对敌人造成 <font color='#83d18a'>{dmg}</font> 点伤害并恢复自身 <font color='#83d18a'>{heal}</font> 点生命值。,"{k1} CD <font color='#83d18a'>-{v1}</font>s, deals <font color='#83d18a'>{dmg}</font> damage and restores <font color='#83d18a'>{heal}</font> HP on proc.","{k1} кд <font color='#83d18a'>-{v1}</font>сек, при срабатывании: <font color='#83d18a'>{dmg}</font> урона и <font color='#83d18a'>{heal}</font> ОЗ себе."
bless_100078_desc_short,眩晕范围内敌人 <font color='#83d18a'>{stun}</font> 秒。,Stuns enemies in range for <font color='#83d18a'>{stun}</font>s.,Оглушает врагов в области на <font color='#83d18a'>{stun}</font> сек.
bless_100079_desc_short,吞噬会将目标 <font color='#83d18a'>{radius}</font> 码范围内的单位一并吞噬。,Devour also consumes units within <font color='#83d18a'>{radius}</font> range of the target.,Пожирание также поглощает юнитов в радиусе <font color='#83d18a'>{radius}</font> от цели.
bless_100080_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒 ，持续时间 <font color='#83d18a'>-{v2}%</font> （末日来临福佑将失效）。,"{k1} CD <font color='#83d18a'>-{v1}</font>s, duration <font color='#83d18a'>-{v2}%</font>.","{k1} кд <font color='#83d18a'>-{v1}</font>сек, длительность <font color='#83d18a'>-{v2}%</font>."
bless_100081_desc_short,每次普通攻击使末日冷却 <font color='#83d18a'>-{cd}</font> 秒。阎刃对等级不高于自己的单位造成额外 <font color='#83d18a'>{stun}</font> 秒眩晕。,Attacks reduce Doom CD by <font color='#83d18a'>-{cd}</font>s. Infernal Blade stuns targets of equal/lower level for extra <font color='#83d18a'>{stun}</font>s.,Атаки снижают кд Doom на <font color='#83d18a'>-{cd}</font>сек. Infernal Blade станит цели своего уровня и ниже еще на <font color='#83d18a'>{stun}</font>сек.
bless_100082_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font> ，攻击力降低提升至 <font color='#83d18a'>{v2}%</font> 。,"{k1} damage <font color='#83d18a'>+{v1}%</font>, ATK reduction increased to <font color='#83d18a'>{v2}%</font>.","{k1} урон <font color='#83d18a'>+{v1}%</font>, снижение атаки повышено до <font color='#83d18a'>{v2}%</font>."
bless_100083_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，效果溅射范围 <font color='#83d18a'>+{v2}</font> 。,"{k1} CD <font color='#83d18a'>-{v1}</font>s, splash radius <font color='#83d18a'>+{v2}</font>.","{k1} кд <font color='#83d18a'>-{v1}</font>сек, радиус сплэша <font color='#83d18a'>+{v2}</font>."
bless_100084_desc_short,{k1}每级还会提升 <font color='#83d18a'>{gjbI}%</font> 攻击力和 <font color='#83d18a'>{mk}%</font> 魔抗（古龙形态倍数同样生效），古龙形态倍数 <font color='#83d18a'>+{v1}</font>。,{k1} grants <font color='#83d18a'>{gjbI}%</font> ATK and <font color='#83d18a'>{mk}%</font> MR per level (Dragon Form multiplier applies); Dragon Form mult <font color='#83d18a'>+{v1}</font>.,{k1} дает <font color='#83d18a'>{gjbI}%</font> атаки и <font color='#83d18a'>{mk}%</font> маг. сопр. за ур. (действ. в форме дракона); множ. формы дракона <font color='#83d18a'>+{v1}</font>.
bless_100085_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}</font> 。,{k1} Damage <font color='#83d18a'>+{v1}</font>,{k1}: урон <font color='#83d18a'>+{v1}</font>
bless_100086_desc_short,{k1}箭矢基础伤害加成提高至 <font color='#83d18a'>{v1}%</font> ，波数 <font color='#83d18a'>+{v2}</font> 。,"{k1} Arrow Base Damage Bonus increased to <font color='#83d18a'>{v1}%</font>, Waves <font color='#83d18a'>+{v2}</font>","{k1}: бонус к базовому урону стрел увеличен до <font color='#83d18a'>{v1}%</font>, кол-во волн <font color='#83d18a'>+{v2}</font>"
bless_100087_desc_short,{k1}触发几率 <font color='#83d18a'>+{v1}%</font> 。,{k1} Trigger Chance increased <font color='#83d18a'>{v1}%</font>,{k1}: шанс срабатывания увеличен <font color='#83d18a'>{v1}%</font>
bless_100088_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}</font>，冷却 <font color='#83d18a'>-{v2} </font>秒,"{k1} Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2} </font>s","Урон {k1} <font color='#83d18a'>+{v1}</font>, кулдаун <font color='#83d18a'>-{v2} </font> сек."
bless_100089_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2} </font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2} </font>s","Урон {k1} <font color='#83d18a'>+{v1}%</font>, кулдаун <font color='#83d18a'>-{v2} </font> сек."
bless_100090_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2} </font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2} </font>s","Урон {k1} <font color='#83d18a'>+{v1}%</font>, кулдаун <font color='#83d18a'>-{v2} </font> сек."
bless_100091_desc_short,{k1}强化图腾基础攻击力加成 <font color='#83d18a'>+{v1}%</font> ，神杖跳跃距离 <font color='#83d18a'>+{v2}</font> 。,"{k1} Enchant Totem Base Damage Bonus <font color='#83d18a'>+{v1}%</font>, Scepter Jump Distance <font color='#83d18a'>+{v2}</font>","{k1}: бонус к базовому урону от Enchant Totem <font color='#83d18a'>+{v1}%</font>, дальность прыжка со скипетром <font color='#83d18a'>+{v2}</font>"
bless_100092_desc_short,{k1}击飞敌人最大生命值伤害 <font color='#83d18a'>+{v1}%</font>。,{k1} Damage based on Max Health of knocked-up enemies <font color='#83d18a'>+{v1}%</font>,{k1}: урон от макс. здоровья подброшенных врагов <font color='#83d18a'>+{v1}%</font>
bless_100093_desc_short,技能增强+{jnzq}%，回音击连续施法 <font color='#83d18a'>{times}</font> 次,"Spell Amplification +{jnzq}%, Echo Slam Multicast <font color='#83d18a'>{times} </font> times","Усиление заклинаний +{jnzq}%, Echo Slam Multicast: {times} раза"
bless_100094_desc_short,{k1}加成持续时间 <font color='#83d18a'>+{v1}</font>秒，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Buff Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}</font>s","Длительность бонуса {k1} <font color='#83d18a'>+{v1}</font> сек., кулдаун <font color='#83d18a'>-{v2}</font> сек."
bless_100095_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,Урон {k1} <font color='#83d18a'>+{v1}%</font>
bless_100096_desc_short,{k1}最大生命值伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Max HP Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","Урон от макс. здоровья {k1} <font color='#83d18a'>+{v1}%</font>, кулдаун <font color='#83d18a'>-{v2}</font> сек."
