--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 16fdfbc · 2026-08-07 21:47:55 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		//schinese/ability.vdf
		"DOTA_Tooltip_ability_ursa_talent"		"怒意狂击"
		"DOTA_Tooltip_ability_warlock_shard_description"		"额外选择一次进化"

		//schinese/store.txt
		"620"		"会员权限"
		"621"		"会员权限（7天）"
		"1000001"		"月石"
		"1000002"		"星石"
		"1100001"		"金币"
		"1100002"		"鞭炮"
		"1100003"		"金耀石"
		"1100004"		"月星石"
		"1100005"		"梦灵珠"
		"1100006"		"红灯笼"
		"1100007"		"灵源种子"
		"1100008"		"绸缎"
		"1100009"		"星辉"
		"1100010"		"水晶"
		"1100011"		"应援心"
		"1100013"		"粉丝票"
		"1100014"		"积分"
		"1100015"		"星海秘宝活动进度"
		"1100016"		"星海碎片"
		"1100017"		"星海秘宝活动进度"
		"1100018"		"星海皮肤碎片"
		"1100019"		"冰激凌"
		"1100020"		"星缘币"
		"1100022"		"星海碎片"
		"1100023"		"月兔币"
		"1100024"		"星海碎片"
		"1100026"		"幸运草"
		"1100028"		"共鸣草"
		"1100030"		"丰收币"
		"1100035"		"混沌币"
		"1100036"		"幸运草"
		"1100039"		"幸运草"
		"1100041"		"坤坤币"
		"1100044"		"幸运草"
		"1100045"		"新年爆竹"
		"1100047"		"普攻福卡"
		"1100048"		"闪避福卡"
		"1100049"		"暴击福卡"
		"1100050"		"生命福卡"
		"1100051"		"回复福卡"
		"1100052"		"大招福卡"
		"1100053"		"中毒福卡"
		"1100054"		"寒霜福卡"
		"1100055"		"护盾福卡"
		"1100056"		"易伤福卡"
		"1100057"		"守卫福卡"
		"1100058"		"怒火福卡"
		"1100059"		"混沌福卡"
		"1100061"		"幸运草"
		"1100062"		"星海币"
		"1100064"		"还愿之翼"
		"1100065"		"元气金币"
		"1100066"		"积分"
		"1100067"		"幸运种子"
		"1100068"		"幸运积分"
		"1100069"		"活跃币"
		"1100080"		"幸运草"
		"1100098"		"星跃币"
		"1100099"		"召唤折扣券"
		"1100101"		"雪恨卫士皮肤碎片"
		"1100104"		"赤怒暴行者皮肤碎片"
		"1100105"		"碎月晶石皮肤碎片"
		"1100109"		"冥霜之印皮肤碎片"
		"1900001"		"战神竞技场门票"
		"1901001"		"每日福利-点将卡"
		"2000001"		"金币券"
		"2000002"		"月曜券"
		"2000003"		"幻梦券"
		"2000096"		"新年福袋"
		"2000097"		"坤坤券"
		"2000098"		"活跃之星"
		"2000099"		"魅影抽奖券"
		"3000004"		"食人魔法师"
		"3000005"		"地精修补匠"
		"3000007"		"水晶室女"
		"3000012"		"屠夫"
		"3000017"		"灰烬之灵"
		"3000018"		"狙击手"
		"3000019"		"露娜"
		"3000023"		"瘟疫法师"
		"3000025"		"虚空假面"
		"3000026"		"力丸"
		"3000028"		"痛苦女王"
		"3000029"		"米拉娜"
		"3000030"		"赤炎剑姬"
		"3000031"		"风行者"
		"3000032"		"莉娜"
		"3000033"		"昆卡"
		"3000034"		"司夜刺客"
		"3000035"		"戴泽"
		"3000036"		"远古冰魄"
		"3000037"		"狼人"
		"3000040"		"神灵武士"
		"3000041"		"觉者"
		"3000042"		"荒原铁卫"
		"3000043"		"玛西"
		"3000044"		"幻影刺客"
		"3000045"		"宙斯"
		"3000046"		"圣堂刺客"
		"3000047"		"邪影芳灵"
		"3000048"		"虚无之灵"
		"3000049"		"卓尔游侠"
		"3000050"		"亚巴顿"
		"3000051"		"琼英碧灵"
		"3000052"		"百戏大王"
		"3000053"		"天命人"
		"3000054"		"撼地者"
		"3000055"		"莱恩"
		"3000056"		"伐木机"
		"3000057"		"末日使者"
		"3000058"		"亡灵电音"
		"3000059"		"斧王"
		"3000060"		"凯"
		"3000061"		"巫医"
		"3000062"		"魔尊"
		"3000063"		"巨魔战将"
		"3000064"		"炼金术士"
		"3000065"		"克林克兹"
		"3000066"		"拉席克"
		"3000067"		"天涯墨客"
		"3000068"		"【英魂】战神"
		"3000069"		"幻影长矛手"
		"3000070"		"小小"
		"3000071"		"不朽尸王"
		"3000072"		"钢背兽"
		"3000073"		"沉默术士"
		"3000074"		"山下隐"
		"3000075"		"育母蜘蛛"
		"4001001"		"恶魔铁匠"
		"4001002"		"胡小桃"
		"4001003"		"地狗天猫"
		"4002001"		"帕奇｜斯塔士｜霍布"
		"4002002"		"神蚀者"
		"4002003"		"坚背兽"
		"4003001"		"肉山宝宝"
		"4003002"		"虫子"
		"4003003"		"摄像机"
		"4003004"		"肉山宝宝"
		"4003005"		"凤凰"
		"4003006"		"猫娘"
		"4003007"		"鸡哥"
		"4003008"		"魅魔"
		"5010001"		"超维逆族"
		"5010002"		"亚达兰封锁舰"
		"5010003"		"愠怒圣所"
		"5100000"		"默认"
		"5100001"		"坠星之彩"
		"5100003"		"赤鬼丸"
		"5100004"		"合金剑舞"
		"5100005"		"剑翼天使"
		"5100006"		"链舞魅后"
		"5100007"		"碧波花语"
		"5100008"		"圣辉之翼"
		"5100009"		"恶灵骑士"
		"5100010"		"炎之巫女"
		"5100011"		"萝莉加特林"
		"5100012"		"闪电紫绮"
		"5100013"		"素素帕吉"
		"5100014"		"机能少女"
		"5100015"		"冰雪奇缘"
		"5100016"		"嬉水浮趣"
		"5100017"		"炫音少女"
		"5100018"		"亡语暮歌"
		"5100019"		"烈刃浪者"
		"5100020"		"极限跃动"
		"5100021"		"黑帆魅影"
		"5100022"		"月隐岚心"
		"5100023"		"双鱼圣斗士"
		"5100024"		"双鱼冥斗士"
		"5100025"		"绿野仙踪"
		"5100026"		"机武战魂"
		"5100027"		"雷霆之力"
		"5100028"		"腐蚀装甲"
		"5100029"		"小红帽"
		"5100030"		"辉光星尘"
		"5100031"		"异域舞娘"
		"5100032"		"幽暗月影"
		"5100033"		"恶魔猎人"
		"5100034"		"玩具伐木工"
		"5100035"		"电锯甜心"
		"5100036"		"魔法少女"
		"5100037"		"魔法少女·满开"
		"5100038"		"炎影女皇"
		"5100039"		"智慧女神"
		"5100040"		"兔妹加特林"
		"5100041"		"炎狱魔王"
		"5100042"		"赛场甜心"
		"5100043"		"裂空剑姬"
		"5100044"		"静语狂兰"
		"5100045"		"静语狂兰·破"
		"5100047"		"魅影蔷薇"
		"5100048"		"黛"
		"5100049"		"哪吒三太子"
		"5100501"		"雪恨卫士"
		"5100502"		"滨线工兵"
		"5100503"		"禁忌学识"
		"5100504"		"赤怒暴行者"
		"5100505"		"碎月晶石"
		"5100507"		"怒火战狂"
		"5100508"		"陨星碎晶"
		"5100509"		"冥霜之印"
		"5100510"		"弑君猎人"
		"5100511"		"黑爪密使"
		"5100512"		"【皮肤】迅卫欢歌"
		"5100513"		"【皮肤】鸟食匪徒"
		"5100514"		"完美灼霜易容"
		"5100515"		"德尊灵蛇"
		"5100516"		"暗叶叛军"
		"5100517"		"邪廷弄臣"
		"5100518"		"凶残螺钻"
		"5100519"		"雄狮之心"
		"5100520"		"擎天大圣"
		"5100521"		"闪电帝王"
		"5100522"		"绞架之怨"
		"5100523"		"血红圆月铠甲"
		"5100524"		"雷电伏特"
		"5100525"		"冰冻虚空"
		"5100526"		"奇拉美再现"
		"5100527"		"朱蓝乌氅"
		"5100528"		"凌冬狂战士"
		"5100529"		"暮光之憩"
		"5100530"		"黑盾原型无人机"
		"5100531"		"雄横司令"
		"5100532"		"巨牛骑士"
		"5100533"		"燃炙裁决游民"
		"5100534"		"幽光"
		"5100535"		"帝权之翼"
		"5100536"		"鬼神吕布"
		"5100537"		"螺旋长棘"
		"5100538"		"冰霜巨岩"
		"5100539"		"骄阳勇士的复仇"
		"5100540"		"不朽之恋"
		"5100541"		"猩红之环异兽"
		"5100542"		"永夜之寂"
		"5101001"		"戾魂之噬"
		"5101003"		"合金骇客"
		"5101004"		"正义之翼"
		"5101005"		"赤翼天使"
		"5101006"		"紫魅幻韵"
		"5101007"		"绯绛巫女"
		"5101008"		"炫音金曲"
		"5101009"		"生命暮歌"
		"5101010"		"黄金荆棘"
		"5101011"		"魔宫玫瑰"
		"5200000"		"默认"
		"5200001"		"金银狐灵"
		"5200002"		"侍卫波利"
		"5200003"		"魅魔"
		"5200004"		"坤坤"
		"5200005"		"凤凰"
		"5200006"		"翠玉小龙"
		"5200007"		"猫娘"
		"5200008"		"小小昆卡"
		"5200009"		"胡小桃"
		"5200010"		"小树苗"
		"5200011"		"小小蓝胖"
		"5200012"		"小钢驴"
		"5200013"		"小小恶灵骑士"
		"5200014"		"像素小鸡"
		"5200016"		"极速蜗牛"
		"5201001"		"达士奇"
		"5201002"		"神猫侠"
		"5201003"		"小飞侠"
		"5201004"		"毁灭企鹅"
		"5201005"		"青天玄鸟"
		"5202001"		"金耀小仓"
		"5202002"		"baby鲨鱼"
		"5203001"		"年兽"
		"5203002"		"地狗天猫"
		"5203003"		"獭龙奥斯基"
		"5203004"		"斑竹队长"
		"5203005"		"炙火烈犬"
		"5203006"		"翠花"
		"5203007"		"小布团"
		"5203008"		"片尾"
		"5203009"		"基王海盗"
		"5203010"		"修补机器人"
		"5203011"		"小红毛"
		"5203012"		"小仙鹤"
		"5203013"		"忘事鬼"
		"5203014"		"多弗瑞特和罗西南特"
		"5203015"		"圣诞坤坤"
		"5203016"		"小左"
		"5203017"		"坚背兽"
		"5203018"		"蔚蓝龙"
		"5203019"		"灵犀弗拉尔"
		"5203020"		"打铁小恶魔"
		"5203021"		"泰伦"
		"5203022"		"斑驴小布"
		"5203023"		"机灵本"
		"5203024"		"白虎"
		"5203025"		"小圣童"
		"5203026"		"海豹哥哥"
		"5203027"		"金萌萌"
		"5203028"		"小蘑菇"
		"5203029"		"人棍"
		"5203030"		"莫克"
		"5203031"		"小血魔"
		"5209001"		"赤魅之心"
		"5209002"		"暗忍烈犬"
		"5209003"		"红龙奥斯基"
		"5209004"		"哈狗大橘"
		"5210000"		"默认"
		"5210001"		"鸿运灯笼"
		"5210002"		"情有独钟"
		"5210003"		"姬霓太美"
		"5210004"		"茸茸爪心"
		"5210005"		"澜影流转"
		"5210006"		"审判领域"
		"5210007"		"魅欲契约"
		"5210008"		"海趣境界"
		"5210009"		"悦动之星"
		"5210010"		"梦幻星月"
		"5210011"		"福星高照"
		"5210012"		"幻月迷心"
		"5210013"		"全息屏障"
		"5210014"		"风火轮"
		"5210015"		"剑炎流心"
		"5210016"		"千嶂墨縠"
		"5220000"		"默认"
		"5230000"		"默认"
		"5230001"		"血缘"
		"5230002"		"红绸金标"
		"5230003"		"财富潮汐"
		"5230004"		"秘术银蛇"
		"5230005"		"烈火流星"
		"5230006"		"软萌一击"
		"5230007"		"虚妄之力"
		"5230008"		"冰晶雪球"
		"5230009"		"怒海狂鲨"
		"5230010"		"红光星陨"
		"5230011"		"毒液"
		"5230012"		"绿风穿林"
		"5230013"		"地狱之火"
		"5230014"		"幽冥灵击"
		"5230015"		"紫魅之息"
		"5230016"		"光能一击"
		"5230017"		"海潮乐章"
		"5230018"		"月隐一击"
		"5230019"		"雷霆之锤"
		"5230021"		"幽魂一击"
		"5230022"		"金羽千矢"
		"5230023"		"辉月流星"
		"5230024"		"喜气炮仗"
		"5230025"		"财运一击"
		"5230026"		"致命光弹"
		"5230027"		"魅影脉冲"
		"5230028"		"火尖枪"
		"5230029"		"修罗斩"
		"5230030"		"羽墨山河"
		"5240000"		"默认"
		"5240001"		"烈焰之径"
		"5240002"		"紫魅芬芳"
		"5240003"		"逐浪前行"
		"5240004"		"生生不息"
		"5240005"		"新春足迹"
		"5250000"		"默认"
		"5250001"		"大吉大利"
		"5250002"		"恭贺新禧"
		"5250003"		"小鸡快跑"
		"5250004"		"雪球兄弟"
		"5250005"		"雪球达人"
		"5250006"		"雪球之王"
		"5250007"		"人气之星"
		"5250008"		"S1巅峰传奇"
		"5250009"		"攻略大师"
		"5250010"		"S2巅峰赛8强"
		"5250011"		"S2巅峰赛冠军"
		"5250012"		"S2至尊帝皇"
		"5250013"		"S2荣耀帝皇"
		"5250014"		"S2光辉帝皇"
		"5250015"		"S2新星帝皇"
		"5250016"		"S3至尊帝皇"
		"5250017"		"S3荣耀帝皇"
		"5250018"		"S3光辉帝皇"
		"5250019"		"S3新星帝皇"
		"5250020"		"小黑子"
		"5250021"		"礼花之王"
		"5250022"		"礼花专家"
		"5250023"		"礼花达人"
		"5250024"		"S4至尊帝皇"
		"5250025"		"S4荣耀帝皇"
		"5250026"		"S4光辉帝皇"
		"5250027"		"S4新星帝皇"
		"5250028"		"S5至尊帝皇"
		"5250029"		"S5荣耀帝皇"
		"5250030"		"S5光辉帝皇"
		"5250031"		"S5新星帝皇"
		"5250032"		"S6至尊帝皇"
		"5250033"		"S6荣耀帝皇"
		"5250034"		"S6光辉帝皇"
		"5250035"		"S6新星帝皇"
		"5250036"		"女神青睐"
		"5300000"		"默认"
		"5300001"		"凛冬之地"
		"5300002"		"武道大会"
		"5300003"		"虚空大陆"
		"5300004"		"贪婪之影号"
		"5300005"		"魅欲王座"
		"5300006"		"灵魂炼狱"
		"5300008"		"S1竞技时刻"
		"5300009"		"我的世界"
		"5300011"		"S1王城"
		"5300012"		"欢乐岛"
		"5300013"		"圣域"
		"5300014"		"S2竞技时刻"
		"5300015"		"赛博领域"
		"5300016"		"水下宫殿"
		"5300017"		"惊悚古堡"
		"5300018"		"天空竞技场"
		"5300019"		"梦幻游乐园"
		"5300020"		"喜庆福镇"
		"5300021"		"号角堡垒"
		"5300022"		"浮墨山河图"
		"5310000"		"默认"
		"5310001"		"金辉兔姬-琉璃"
		"5310002"		"兔姬-千羽"
		"5310003"		"兔姬-曦"
		"5310004"		"兔姬-弥奈"
		"5310005"		"兔姬-绮雪"
		"5310006"		"星辉魅姬-艾米妲"
		"5310007"		"魅姬-莉莉丝"
		"5310008"		"魅姬-莱依娜"
		"5310009"		"魅姬-瑟瑞斯"
		"5310010"		"魅姬-沙利叶"
		"5310011"		"倾天之战-天辉小兵"
		"5310012"		"Remedy应援团"
		"5310013"		"圣诞雪人应援团"
		"5310014"		"应援机车-先锋"
		"5310015"		"应援装饰-轮胎"
		"5310016"		"应援机车-蓝影T800"
		"5310017"		"应援装饰-补给站"
		"5310018"		"应援装饰-屏幕"
		"5310019"		"律动霓姬-维拉"
		"5310020"		"霓姬-里亚"
		"5310021"		"霓姬-佩尔"
		"5310022"		"霓姬-帕南"
		"5310023"		"霓姬-妮娜"
		"5410000"		"默认"
		"5410001"		"理性之光"
		"5410002"		"生命之光"
		"5410003"		"幽暗之光"
		"5410004"		"深海之力"
		"5410005"		"自然之风"
		"5410006"		"烈焰风暴"
		"5410007"		"紫魅召唤"
		"5410008"		"海之季风"
		"5410009"		"玫瑰花海"
		"5410010"		"时空跳跃"
		"5410011"		"星辰之力"
		"5410012"		"闪电跃迁"
		"5410013"		"迷幻旋涡"
		"5410014"		"全息虫洞"
		"5410015"		"混天绫"
		"5410016"		"剑归游龙"
		"5410017"		"墨爻星漩"
		"5420000"		"默认"
		"5420001"		"意乱"
		"5420002"		"S1裁决"
		"5420003"		"浪涌"
		"5420004"		"血腥玫瑰"
		"5420005"		"S2裁决"
		"5420006"		"跃动一击"
		"5420007"		"黄金箭矢"
		"5420008"		"电击"
		"5420010"		"小小胜利"
		"5420011"		"坤坤融化"
		"5420012"		"星夜传说"
		"5420013"		"女神宣言"
		"5420015"		"皇之处决"
		"5420016"		"甜心之舞"
		"5420017"		"弹无虚发"
		"5420018"		"魅影一击"
		"5420019"		"墨断枯荣"
		"5420020"		"嫉恶"
		"5420021"		"剑之极"
		"5420201"		"晶石穿刺"
		"5420202"		"黑铁锋刃"
		"5420203"		"枷锁禁锢"
		"5420204"		"圣甲震慑"
		"5430000"		"默认"
		"5440000"		"默认"
		"5440001"		"情迷"
		"5440002"		"S1掌控"
		"5440003"		"潮汐"
		"5440004"		"深红荆棘"
		"5440005"		"S2掌控"
		"5440006"		"无限旋舞"
		"5440007"		"连射"
		"5440008"		"闪电"
		"5440010"		"小小庆贺"
		"5440011"		"坤坤爆炸"
		"5440012"		"水晶梦想"
		"5440013"		"胜利之翼"
		"5440015"		"炎影之翼"
		"5440016"		"甜心之吻"
		"5440017"		"百发百中"
		"5440018"		"致命蔷薇"
		"5440019"		"龙游天下"
		"5440020"		"如仇"
		"5440021"		"剑之道"
		"5440201"		"晶石破碎"
		"5440202"		"黑铁连斩"
		"5440203"		"枷锁连环"
		"5440204"		"圣甲颂歌"
		"5450000"		"默认"
		"5450001"		"坤坤"
		"5450002"		"像素小鸡守卫"
		"5450003"		"预兆守卫"
		"5460001"		"至尊帝皇圣光特效"
		"5460002"		"荣耀帝皇圣光特效"
		"5460003"		"光辉帝皇圣光特效"
		"5460004"		"新星帝皇圣光特效"
		"5500000"		"默认"
		"5500001"		"滑稽"
		"5500002"		"小鸡-贱"
		"5500003"		"小鸡-迷恋"
		"5500004"		"小鸡-骇然"
		"5500005"		"小鸡-愤怒"
		"5500006"		"小鸡-嘚瑟"
		"5500007"		"小鸡-中意你"
		"5500008"		"GG"
		"5500009"		"准备"
		"5500010"		"高手"
		"5500011"		"小鸡-闪亮"
		"5500012"		"小鸡-准备"
		"5500013"		"小鸡-害羞"
		"5500014"		"小鸡-疑问"
		"5500015"		"兔女郎-比心"
		"5500021"		"小昆-准备"
		"5500022"		"小昆-点赞"
		"5500023"		"小昆-击杀"
		"5500024"		"小昆-有钱"
		"5500025"		"小昆-失败"
		"5500026"		"小昆-Biu~"
		"5500031"		"坤坤-惊讶"
		"5500032"		"坤坤-爱心~"
		"5501061"		"兔姬-流汗"
		"5501062"		"兔姬-生气"
		"5501063"		"兔姬-嘘"
		"5501064"		"兔姬-委屈"
		"5501065"		"兔姬-比心"
		"5501066"		"兔姬-耶"
		"5501067"		"魅姬-准备"
		"5501068"		"魅姬-难过"
		"5501069"		"魅姬-嘲讽"
		"5501070"		"魅姬-不过如此"
		"5501071"		"准备"
		"5501072"		"难过"
		"5501073"		"嘲讽"
		"5501074"		"不过如此"
		"5501075"		"无人能挡"
		"5501076"		"得意"
		"5501081"		"准备"
		"5501082"		"难过"
		"5501083"		"嘲讽"
		"5501084"		"不过如此"
		"5501085"		"无人能挡"
		"5501086"		"得意"
		"5501091"		"准备"
		"5501092"		"难过"
		"5501093"		"嘲讽"
		"5501094"		"不过如此"
		"5501095"		"无语"
		"5501096"		"无人能挡"
		"5501097"		"得意"
		"5510000"		"默认"
		"5510001"		"准备"
		"5510002"		"爱"
		"5510003"		"嘲讽"
		"5510004"		"汗颜"
		"5510005"		"拒绝"
		"5510006"		"消灭"
		"5510007"		"疑问"
		"5510011"		"准备"
		"5510012"		"汗颜"
		"5510013"		"恼火"
		"5510014"		"脑子有问题"
		"5510015"		"不愧是我"
		"5510016"		"嘲笑"
		"5510017"		"金色传说"
		"5510021"		"准备"
		"5510022"		"幸运"
		"5510023"		"一般般"
		"5510024"		"汗颜"
		"5510025"		"嫌弃"
		"5510026"		"轰轰轰"
		"5510027"		"闷气"
		"5510031"		"准备"
		"5510032"		"哭闹"
		"5510033"		"恼火"
		"5510034"		"疑问"
		"5510035"		"还可以"
		"5510036"		"嘲笑"
		"5510037"		"得意"
		"5510041"		"准备"
		"5510042"		"哭"
		"5510043"		"沉思"
		"5510044"		"疑问"
		"5510045"		"拒绝"
		"5510046"		"努力"
		"5510047"		"底牌"
		"5510051"		"准备"
		"5510052"		"哭闹"
		"5510053"		"恼火"
		"5510054"		"宕机"
		"5510055"		"呃~~~"
		"5510056"		"不过如此"
		"5510057"		"叫我女王大人"
		"5510061"		"准备"
		"5510062"		"求饶"
		"5510063"		"害羞"
		"5510064"		"疑问"
		"5510065"		"击杀"
		"5510066"		"火力全开"
		"5510067"		"胜利"
		"5510071"		"准备"
		"5510072"		"哭"
		"5510073"		"服不服"
		"5510074"		"无语"
		"5510075"		"疑问"
		"5510076"		"你不中用啊"
		"5510077"		"金金金"
		"5510081"		"准备"
		"5510082"		"难过"
		"5510083"		"嘲讽"
		"5510084"		"不过如此"
		"5510085"		"无语"
		"5510086"		"无人能挡"
		"5510087"		"得意"
		"5510091"		"准备"
		"5510092"		"难过"
		"5510093"		"嘲讽"
		"5510094"		"不过如此"
		"5510095"		"无语"
		"5510096"		"无人能挡"
		"5510097"		"得意"
		"5510101"		"准备"
		"5510102"		"难过"
		"5510103"		"嘲讽"
		"5510104"		"不过如此"
		"5510105"		"无语"
		"5510106"		"无人能挡"
		"5510107"		"得意"
		"5510111"		"准备"
		"5510112"		"难过"
		"5510113"		"嘲讽"
		"5510114"		"不过如此"
		"5510115"		"无语"
